date,customer_name,product_name,cost
2022-11-04,Mary Rocha,Foreo Luna 3,462.1
2024-07-23,Christine Miles,Revlon One-Step Hair Dryer,1436.76
2023-06-06,Danielle Holmes,Dyson Supersonic,1799.31
2023-06-10,William Walker,Harman Kardon Onyx,482.68
2024-01-24,Steven Hughes,Keurig K-Elite,1585.0
2024-08-17,Carlos Woods,Revlon One-Step Hair Dryer,949.6
2023-08-11,Christopher Park,PlayStation 5,1405.63
2022-11-10,Kathryn Potter,Ring Video Doorbell,1808.79
2023-02-09,Gary Montgomery,WD My Passport,713.37
2023-12-08,Nicholas Roman,Sony WF-1000XM4,874.12
2023-01-12,Veronica Carroll,Clarisonic Mia,148.59
2022-12-09,Emily Wallace,Ecobee SmartThermostat,1850.77
2024-04-30,Juan Cox,Seagate Backup Plus,808.8
2023-07-10,Margaret Rogers,Instant Pot Duo,871.54
2023-08-24,Douglas Parks,Razer BlackWidow V3,1911.78
2023-01-11,John Malone,Surface Pro 8,1012.23
2023-03-10,Gilbert Krause,Revlon One-Step Hair Dryer,534.61
2023-01-19,Ashlee Williams,Nest Learning Thermostat,475.5
2024-04-11,Wesley Bailey,Vizio M-Series Quantum,1245.43
2024-10-10,Paul Guerrero,Sony WF-1000XM4,348.36
2023-12-01,Ruth Boyd,Dell Alienware m15,153.04
2024-08-23,Katelyn Johnson,Apple Watch Series 8,1369.4
2022-11-08,Kathryn Stanley,Sonos Beam,416.19
2024-06-18,Rachel Miller,Sony WH-1000XM4,353.82
2023-02-05,Melody Rivera DDS,Apple Watch Series 8,483.48
2022-11-28,David Stephenson,Philips Sonicare 9900,809.36
2024-06-16,James Lutz,Shark IQ Robot,1500.31
2024-05-07,Jasmine Briggs,LG C1 OLED TV,682.14
2023-09-24,Crystal Harper,Instant Pot Duo,287.12
2023-03-07,Elizabeth Cunningham,Dell Alienware m15,912.35
2024-08-16,Jessica King,SteelSeries Rival 600,1977.67
2023-03-25,Edward Powers,Razer BlackWidow V3,1854.56
2024-01-28,Sarah Greene,Apple AirPods Pro,1978.52
2024-04-12,Margaret Leach,LG C1 OLED TV,1780.02
2024-06-01,James Castillo,Elgato Stream Deck,1364.82
2024-02-22,Daniel Hanson,PlayStation 5,1276.43
2023-11-08,Kelly Taylor,Samsung Galaxy Buds Pro,555.52
2023-08-22,Troy Roach,Sony WH-1000XM4,635.24
2023-01-31,Ashley Ball,Instant Pot Duo,332.78
2023-01-15,Thomas Carpenter,Sonos Beam,1081.32
2022-12-29,Vanessa Garcia,Seagate Backup Plus,793.43
2024-02-02,Matthew Carroll,Seagate Backup Plus,506.94
2023-09-16,Matthew Pope,Fujifilm X-T4,729.25
2024-04-19,Tracey Dixon,Samsung T7 Portable SSD,1988.89
2023-07-15,Melissa Cummings,Corsair T3 Rush,1969.71
2023-03-08,Donna Zimmerman,KitchenAid Stand Mixer,994.98
2022-11-22,Mark Peterson,Ultimate Ears Boom 3,1581.91
2023-08-01,Kyle Arnold,iPhone 14,515.74
2024-05-31,Brittany Martin,Ultimate Ears Boom 3,1198.17
2022-11-21,Lauren Valencia,Harman Kardon Onyx,555.36
2023-06-22,Charles Hampton,Lenovo Tab P11,1519.63
2023-01-10,Jesse Bishop,DJI Mavic Air 2,1804.01
2023-04-04,Susan Miller,Asus ZenBook Duo,396.32
2023-01-26,David Perez,Breville Bambino,1566.71
2023-12-02,Christopher Gomez,Samsung Galaxy Buds Pro,1002.99
2022-10-31,Crystal Jennings,Roomba i7+,1153.71
2022-11-11,Tracy Allen,Samsung Galaxy Tab S8,1596.58
2024-10-06,Austin Cooper,Samsung QN90A,1646.04
2024-02-19,Albert Conrad,Amazon Kindle,1985.78
2024-08-30,Catherine Ruiz,Instant Pot Duo,749.68
2023-12-13,Wesley Waller,Philips Sonicare 9900,1210.43
2023-08-21,Albert Conrad,SteelSeries Rival 600,1379.45
2024-02-02,Angelica Schmidt,Le Creuset Dutch Oven,1726.12
2023-06-30,Lynn Sullivan,Marshall Stanmore II,1797.09
2023-02-22,Jacqueline Walker,Canon EOS R5,1699.57
2024-08-02,Alyssa Taylor,Nintendo Switch,900.4
2023-08-07,Robert Griffin,GoPro Hero 10,399.05
2024-03-21,Sarah Gardner,Bang & Olufsen Beosound A1,1441.44
2024-01-22,Rhonda Davis,SanDisk Extreme Pro,228.41
2023-05-05,Martin Davis,WD My Passport,1363.61
2024-09-22,Tracy Allen,Amazon Fire TV Stick 4K,1155.16
2023-04-14,Eugene Miller,Logitech Brio,1668.2
2023-02-06,Matthew Harvey MD,Nespresso Vertuo,460.08
2022-12-08,Robert Donovan,Corsair K95 RGB Platinum,445.87
2024-04-20,Wesley Bailey,Asus ROG Zephyrus G14,1733.97
2023-09-13,Mr. Anthony Ruiz,Vizio M-Series Quantum,1986.9
2023-05-13,Andres Wade,Bose QuietComfort 45,235.54
2023-11-08,Michelle Alexander,Dell XPS 13,1016.15
2023-05-03,Deborah Wiggins,Sony WF-1000XM4,1082.32
2022-10-23,John Smith,Clarisonic Mia,896.64
2024-02-01,Jorge Garcia,Le Creuset Dutch Oven,1018.59
2023-05-21,Jasmine Carter,Razer Blade 15,1063.58
2024-10-02,Adam Sanchez Jr.,Corsair HS80,1589.0
2023-03-19,Curtis Carr,Keurig K-Elite,1851.09
2023-03-03,Jerry Black,KitchenAid Stand Mixer,605.03
2023-09-24,Sarah Reese,Foreo Luna 3,1944.49
2023-02-05,Christopher Gomez,Microsoft Surface Go 3,764.43
2023-08-12,Betty Escobar,Logitech MX Master 3,1626.1
2024-09-23,Gabrielle Mathews,Le Creuset Dutch Oven,1854.46
2024-07-23,Tiffany Cole,Acer Predator Helios 300,1585.74
2024-03-08,Martin Meza,Bang & Olufsen Beosound A1,313.79
2023-07-04,Peggy Jones,Sony A7 IV,1838.26
2022-12-08,Ryan Cuevas,Breville Bambino,1303.91
2022-12-02,Mr. Erik David,GoPro Hero 10,902.05
2023-10-20,Patty Wood,Oral-B iO Series 9,303.63
2023-09-28,Jacob Fisher,Ring Video Doorbell,310.81
2024-02-29,Terry Porter,Alienware AW3423DW,993.51
2023-08-22,Teresa Evans,Philips Sonicare 9900,1588.89
2024-02-04,Amanda Farley,Google Chromecast,1372.85
2024-05-08,Connie Miller MD,Keurig K-Elite,852.61
2023-08-06,Edward Powers,Dell XPS 13,837.34
2022-11-16,George Shannon,Clarisonic Mia,1040.56
2024-10-11,Carmen Webb,Marshall Stanmore II,492.24
2022-12-15,Nicole Mays,Shure SM7B,1341.68
2023-07-02,Sandra Thomas,GHD Platinum+,726.54
2024-02-14,Dr. Julie Rogers,Noblechairs Hero,1057.86
2023-08-21,Deborah Thomas,PlayStation 5,175.4
2024-08-20,Melanie Young,iPad Air,140.11
2023-10-07,Robert Garcia,Nest Learning Thermostat,1220.06
2024-05-16,Charles Hansen,Anova Sous Vide,1195.75
2023-02-01,Brian Porter,Samsung T7 Portable SSD,1499.11
2022-12-01,Jennifer Barnett,HyperX Cloud II,1606.63
2022-10-31,Lynn Sullivan,Asus ROG Zephyrus G14,1376.97
2023-03-19,Edward Clark,KitchenAid Stand Mixer,971.22
2023-04-16,Jacob Simpson,WD My Passport,544.74
2022-11-06,Susan Miller,Dyson V11 Torque Drive,729.4
2023-08-23,Daniel Hanson,Ninja Foodi,941.86
2023-07-29,Andrea Allen,Microsoft Surface Go 3,684.13
2023-04-08,Philip Perez,Vizio M-Series Quantum,58.3
2023-05-30,Annette Wilson,Vizio M-Series Quantum,1171.38
2023-06-21,Edwin Knight,Sony WF-1000XM4,192.08
2022-11-12,Danielle Little,Ultimate Ears Boom 3,308.1
2024-10-04,Rachel Mclaughlin,Sonos Beam,1191.36
2024-09-20,Deborah Perez,Logitech Brio,1496.45
2024-03-09,James Perry,Philips Hue Starter Kit,1010.49
2023-11-19,Ronald Macias,Samsung Galaxy Buds Pro,931.52
2023-07-12,Kenneth Cantu,Canon EOS R5,1274.95
2024-06-12,Heather Payne,Apple Watch Series 8,243.75
2023-09-01,Brian Kelly,DJI Mavic Air 2,465.12
2023-07-24,Susan Baker DDS,Philips Hue Starter Kit,611.67
2023-03-12,Devin Mahoney,Corsair HS80,1838.31
2024-02-19,Douglas Castillo,HyperX Cloud II,1318.16
2024-01-15,Emily Wallace,Dyson V11 Torque Drive,1381.22
2024-03-19,Mackenzie Young,Ninja Foodi,1711.96
2024-06-28,Michael Hamilton,Acer Predator Helios 300,1533.66
2023-07-08,Elizabeth Brennan,Ninja Foodi,359.28
2022-12-03,Julie Thomas,Samsung Galaxy Tab S8,1231.16
2023-12-24,Daniel Hanson,Clarisonic Mia,865.59
2024-01-07,Briana Bautista,Clarisonic Mia,1942.96
2023-02-28,Jane Bird,Amazon Kindle,1697.13
2024-09-24,Justin Tanner,GHD Platinum+,1817.8
2024-04-17,Mackenzie Collins,Shark IQ Robot,1834.18
2023-07-19,Melissa Thomas,Sennheiser Momentum 3,798.63
2023-12-31,Jessica Wheeler,Fitbit Charge 5,587.58
2024-06-24,Joann Singh,Corsair K95 RGB Platinum,1412.41
2023-03-09,John Foley,Corsair T3 Rush,718.53
2023-08-29,Alicia Myers,August Smart Lock,590.13
2023-10-11,Thomas Turner,Elgato Stream Deck,1225.07
2023-06-08,Amy Wilson,Corsair T3 Rush,1828.87
2023-12-07,Andrew Jones,Canon EOS R5,1523.2
2024-06-07,Janet Rice,GHD Platinum+,752.6
2024-08-24,Nicole Mays,Corsair T3 Rush,1351.84
2023-03-02,Michael Richardson,Sony A7 IV,1589.06
2024-09-12,Alyssa Young,Secretlab Titan Evo 2022,978.77
2023-08-11,Elizabeth Cunningham,Arlo Pro 4,1361.23
2024-03-11,Zachary Adkins,Lenovo ThinkPad X1,501.0
2024-02-21,Robin Smith,Ultimate Ears Boom 3,1655.05
2022-12-27,Arthur Delgado,Corsair K95 RGB Platinum,1503.57
2024-03-22,Jason Snyder,Apple Watch Series 8,1135.28
2023-05-30,Christopher Perez,August Smart Lock,1404.65
2024-01-07,Robert Johnson,Fitbit Charge 5,224.98
2023-12-30,Eugene Miller,Sennheiser Momentum 3,1948.95
2024-07-13,Jeremiah Sampson,Ninja Foodi,1658.9
2023-03-24,Christopher Burgess,Harman Kardon Onyx,938.8
2024-09-02,Diana Mathis,Sony WH-1000XM4,1260.58
2023-09-14,Wesley Hayes,Noblechairs Hero,617.99
2024-06-30,Abigail Diaz,Google Chromecast,1909.42
2023-11-04,Mark Fox,Roomba i7+,1042.63
2024-02-01,Cheryl Sanders,Fujifilm X-T4,946.07
2024-09-14,Rebecca Barnes,Revlon One-Step Hair Dryer,1235.76
2024-01-29,Colleen Davis,iPhone 14,709.3
2024-09-10,Emily Ferguson,Canon EOS R5,1056.97
2023-03-10,Deborah Salazar,MacBook Pro,1978.0
2023-11-20,Jasmine Carter,Samsung Galaxy S23,1811.35
2024-08-11,Rebecca Martinez,Amazon Kindle,565.33
2024-08-04,Virginia Ramirez,Anova Sous Vide,653.71
2024-01-22,Christopher Thomas,iPhone 14,554.77
2023-03-16,James Fowler,Corsair T3 Rush,220.18
2024-05-31,Linda Maxwell,Jabra Elite 85h,328.94
2023-02-10,Tanya Dunn,SteelSeries Rival 600,1220.58
2023-03-05,Brandy Todd,WD My Passport,697.98
2024-07-29,Ashley Ball,Samsung Galaxy S23,54.89
2024-05-02,Andrew Scott,HP Omen 15,1004.19
2024-09-12,Kimberly Brown,Vizio M-Series Quantum,508.94
2024-10-14,Cameron Paul,Surface Pro 8,615.81
2024-04-14,Fred Soto,iPad Air,1785.12
2023-01-13,Jennifer Gibson,Razer Kraken,978.92
2023-12-14,Tanner Williams,Ultimate Ears Boom 3,1944.12
2023-11-16,Erica Martinez,Amazon Fire TV Stick 4K,1547.65
2024-07-08,Nicole Wilkerson,iPad Air,1357.67
2023-06-24,Matthew Carroll,Razer Kraken,1805.38
2024-03-16,Jessica Garcia,Oral-B iO Series 9,1700.7
2024-09-07,Jay Martin,Sony WF-1000XM4,253.19
2023-06-16,Christina Vaughn,Nintendo Switch,188.19
2023-05-26,Tammy Garcia,Google Chromecast,1966.38
2023-11-24,Peggy Wise,Shark IQ Robot,1999.66
2023-04-15,Jeanette Castillo,Dyson Supersonic,357.04
2023-08-02,Lori Griffin,Foreo Luna 3,1205.82
2024-10-07,Deanna Ortiz,Roomba i7+,1900.31
2023-07-04,Brooke Oneill,Microsoft Surface Go 3,526.69
2024-06-02,Deborah Wiggins,Le Creuset Dutch Oven,460.52
2023-05-15,Jacob Chavez,Le Creuset Dutch Oven,1943.39
2023-11-06,Bryan Sanders,Vitamix 5200,1029.0
2023-01-23,Rose Fisher,Razer Blade 15,1940.94
2022-11-09,Anna Scott,Samsung QN90A,267.99
2022-12-14,Tonya Sanchez,Amazon Kindle,1411.88
2024-03-26,Kevin Ware,Samsung QN90A,1042.44
2023-12-12,Kevin Ware,WD My Passport,379.53
2023-09-12,Crystal Hickman,Surface Pro 8,863.23
2023-10-18,Larry Smith,Bose QuietComfort 45,1348.3
2024-01-28,Andres Wade,Ring Video Doorbell,191.37
2023-10-23,Kathleen Griffin,LG C1 OLED TV,280.75
2022-11-16,William Ellis,Marshall Stanmore II,1500.01
2023-08-14,Michele Townsend,August Smart Lock,637.55
2022-11-02,Lauren Mayer,Shure SM7B,658.59
2024-02-17,Laura Poole,Xbox Series X,495.38
2024-02-09,Theresa Martinez,PlayStation 5,1708.14
2024-02-27,Mark Rivas,Philips Hue Starter Kit,784.97
2024-08-04,Jasmine Carter,KitchenAid Stand Mixer,856.53
2024-09-22,Katie Wallace,Sennheiser Momentum 3,1349.62
2024-04-11,Peggy Jones,Ultimate Ears Boom 3,1589.32
2022-12-01,Danny Baker,Alienware AW3423DW,1935.96
2023-05-05,Cheryl Baldwin,Shark IQ Robot,1239.39
2024-01-28,Jessica Ward,Nikon Z7 II,1032.38
2023-03-12,Eduardo Webb,PlayStation 5,1430.65
2023-11-25,Charles Morris,Dyson V11 Torque Drive,1841.7
2024-10-13,Philip Perez,Vizio M-Series Quantum,293.98
2022-11-14,Mr. Douglas Day MD,Sennheiser Momentum 3,777.83
2023-10-21,Michelle Ayers,Vitamix 5200,1513.6
2023-02-08,Mackenzie Young,Logitech Brio,345.76
2023-07-07,Marvin Davis,Logitech G29,1770.8
2024-08-28,Kyle Arnold,Logitech G29,129.38
2024-02-29,Tara Jones,Oral-B iO Series 9,343.84
2024-01-14,Jesse Bishop,HP Omen 15,1092.12
2024-04-11,Diana King,Le Creuset Dutch Oven,543.19
2024-06-13,Carlos Clements,GHD Platinum+,1821.22
2022-10-28,Daniel Mendoza,Bang & Olufsen Beosound A1,206.64
2023-05-15,Brenda Nash,Razer Kraken,739.68
2024-04-29,Christine Morgan,Corsair K95 RGB Platinum,349.73
2024-08-14,Christopher Reid,Ninja Foodi,1123.63
2023-09-11,Vanessa Garcia,Asus ROG Zephyrus G14,1533.43
2023-02-04,Bryan Sanders,Dyson V11 Torque Drive,480.26
2023-07-30,Bryan Sanders,Samsung Galaxy S23,1178.18
2024-06-13,Walter Morris,Xbox Series X,146.59
2023-11-04,Robert Andrews,Corsair T3 Rush,1971.71
2024-05-11,Rebecca Cunningham,Breville Bambino,631.33
2023-01-23,Cheryl Baldwin,Ninja Foodi,152.6
2023-01-03,Daniel Rodriguez,Foreo Luna 3,1514.65
2023-01-06,Lori Griffin,WD My Passport,1774.88
2024-04-01,Nicole Gonzalez,LG C1 OLED TV,101.64
2023-07-28,Cynthia Green,Canon EOS R5,289.24
2022-10-31,Lawrence Sweeney,Noblechairs Hero,367.88
2024-06-02,Robert Brooks,Sennheiser Momentum 3,909.16
2023-09-26,David Foster,Samsung Galaxy Buds Pro,852.7
2023-06-10,Sarah Bird,MSI GS66 Stealth,701.07
2023-11-30,Rachel Hurst,Keurig K-Elite,675.6
2023-09-02,Robert Hatfield,Ninja Foodi,567.29
2023-11-02,Paul Guerrero,Secretlab Titan Evo 2022,154.12
2023-02-14,Allen Haynes,Oral-B iO Series 9,1421.37
2023-03-10,Jill Adams,Corsair HS80,1585.38
2023-01-16,Andrea Hill,Revlon One-Step Hair Dryer,1642.12
2023-09-13,Robin Smith,Seagate Backup Plus,661.17
2022-10-27,Michael Parker,Surface Pro 8,952.45
2024-05-19,Sherry Edwards,Logitech G Pro X,76.09
2023-02-12,James Bowman,Xbox Series X,775.76
2024-08-19,Jasmine Briggs,Roomba i7+,1176.95
2024-04-12,Jill Adams,Thrustmaster T300,1010.42
2024-07-13,Andrea Hill,Google Chromecast,994.62
2023-09-27,Anna Smith,Jabra Elite 85h,949.13
2023-06-18,Alex George,Elgato Stream Deck,320.51
2023-10-24,Robert Griffin,Bowers & Wilkins PX7,893.22
2023-12-23,Theresa Lamb,HyperX Cloud II,295.91
2023-09-25,Shannon Goodman,Arlo Pro 4,1936.24
2022-10-19,Jason Barr,Philips Hue Starter Kit,692.89
2022-11-04,Aaron Watkins,GoPro Hero 10,1786.18
2023-12-12,Jay Martin,Lenovo ThinkPad X1,702.32
2024-02-17,Antonio Lee,MSI GS66 Stealth,1182.39
2022-11-08,Nicole Briggs,Philips Sonicare 9900,1535.74
2024-01-31,Kimberly Martinez,Samsung Galaxy Tab S8,1637.41
2023-05-27,Cameron Paul,Corsair HS80,687.55
2023-12-18,Eugene Miller,Dyson V11 Torque Drive,971.69
2023-12-04,Ashley Rogers,Anova Sous Vide,859.53
2023-03-03,Justin Tanner,Philips Hue Starter Kit,1002.2
2023-05-11,Kristen Patterson,Nest Learning Thermostat,964.32
2024-07-23,Dustin Brown,Asus ZenBook Duo,709.13
2022-11-21,Steven Nichols,LaCie Rugged SSD,422.02
2023-11-02,Tammy Stewart,Keurig K-Elite,82.61
2023-05-02,James Perry,Nest Learning Thermostat,1917.34
2023-01-14,Kelsey Willis,Samsung T7 Portable SSD,696.32
2022-11-10,Joshua Brown,HP Spectre x360,289.85
2024-08-23,Courtney Morgan,LG C1 OLED TV,1920.71
2023-10-15,Jacob Chavez,Samsung Galaxy Tab S8,1145.13
2023-05-22,Mary Chavez,Nintendo Switch,1671.79
2023-06-15,Beverly Smith,Alienware AW3423DW,346.49
2024-06-22,Ashley Ball,Breville Bambino,694.97
2023-03-31,Nicholas Mills,MSI GS66 Stealth,1356.77
2023-09-04,Susan Jones,LG Gram 17,750.05
2024-06-07,Patty Wood,Bowers & Wilkins PX7,1020.3
2024-09-28,Theresa Martinez,Instant Pot Duo,804.52
2023-11-20,Amber Cross,Fitbit Charge 5,1204.04
2023-12-07,William Rogers,Samsung Galaxy Tab S8,563.12
2024-10-08,Stephen Smith,Roomba i7+,679.37
2023-08-05,Christopher Park,iPad Air,854.1
2023-05-08,Steven Smith,Le Creuset Dutch Oven,553.32
2024-05-01,Clayton Michael,Revlon One-Step Hair Dryer,1642.1
2023-11-13,Kelsey Moyer,Bang & Olufsen Beosound A1,1298.07
2023-03-29,Arthur Delgado,Acer Predator Helios 300,1910.08
2023-09-22,Manuel Collins,Ninja Foodi,980.02
2023-08-07,Phyllis Walton,Razer Blade 15,1040.67
2024-08-11,Ross Johnson,Revlon One-Step Hair Dryer,972.02
2023-02-28,Christian Potts,WD My Passport,1531.37
2022-11-11,Michaela Harris DVM,HP Spectre x360,445.57
2023-01-18,Douglas Mejia,Ecobee SmartThermostat,1892.71
2024-03-01,Craig Nelson,LG C1 OLED TV,353.5
2023-03-30,Douglas Peterson,Apple AirPods Pro,1219.24
2024-08-17,Michelle Ramirez DVM,iPad Air,898.62
2024-03-28,Rose Fisher,Dyson Supersonic,126.37
2024-02-10,Lisa Bell,Bose QuietComfort 45,1431.26
2024-07-03,William White,Roku Ultra,1181.97
2024-04-27,Makayla Sampson,Breville Bambino,184.2
2024-01-10,Samantha Young,WD My Passport,1991.94
2023-02-25,Mackenzie Sawyer,Dyson V11 Torque Drive,1577.75
2023-04-09,Mark Gilbert,MacBook Pro,1468.35
2024-01-16,Diana King,Oral-B iO Series 9,1237.25
2023-09-26,Margaret Rogers,Fujifilm X-T4,990.55
2023-04-17,Nicholas Wright,Corsair T3 Rush,1900.81
2024-06-07,Mrs. Breanna Marshall,Samsung Galaxy Tab S8,386.48
2023-05-15,Whitney Rodriguez,Dell XPS 13,1652.82
2023-02-20,Andrew Andrews,Ecobee SmartThermostat,476.46
2023-06-05,Thomas Lopez,Seagate Backup Plus,1007.47
2023-07-02,Adam Jackson,Blue Yeti Microphone,849.73
2022-11-22,Casey Fitzpatrick,Logitech G29,1417.72
2024-06-02,David Webster,Samsung QN90A,1691.42
2024-06-17,Anthony Acosta,Samsung Galaxy Buds Pro,943.81
2023-12-06,Christie Mullins,Noblechairs Hero,1015.23
2024-08-11,Michelle Reyes,HP Spectre x360,1316.35
2023-02-08,Daniel Williams,iPad Air,668.9
2024-03-03,Brian Porter,Revlon One-Step Hair Dryer,622.26
2023-01-25,Sabrina Brown,Corsair K95 RGB Platinum,1443.6
2023-10-30,Sarah Williams,Sony A7 IV,644.5
2022-12-08,Seth Jones,GoPro Hero 10,1972.68
2023-04-30,Amanda Jackson,Samsung Galaxy Watch 5,885.83
2023-12-15,John Rodriguez,Sennheiser Momentum 3,1229.07
2023-05-27,Dominique Brown,Philips Hue Starter Kit,1259.48
2024-07-15,Tammy Stewart,Fujifilm X-T4,544.64
2024-06-24,Larry Smith,Lenovo ThinkPad X1,848.24
2022-10-25,Jonathan Henry,Razer Kraken,991.79
2024-05-31,Catherine Ruiz,Sennheiser Momentum 3,1994.52
2023-01-09,Katie Wallace,Apple AirPods Pro,1597.12
2024-09-20,Theresa Lamb,Microsoft Surface Go 3,1123.35
2024-07-12,Kristen Patterson,Dell Alienware m15,747.59
2024-10-08,Joshua Campbell,August Smart Lock,1264.6
2023-08-17,Rebecca Martinez,GoPro Hero 10,938.25
2024-10-15,Samuel Collins,HyperX Cloud II,573.02
2023-01-01,Michael Gibson,Bang & Olufsen Beosound A1,1541.58
2023-12-15,Sarah Richardson,Clarisonic Mia,914.48
2023-02-07,Annette Wilson,Amazon Fire TV Stick 4K,1803.35
2023-08-30,Suzanne Barry,Canon EOS R5,294.74
2023-10-03,Matthew Hartman,Logitech MX Master 3,1560.11
2023-05-22,Anthony Kennedy,Lenovo Tab P11,237.74
2023-02-24,Andrew Andrews,Samsung QN90A,951.45
2023-01-25,Patricia Strickland,Instant Pot Duo,140.15
2023-09-27,Donna Wagner,Keurig K-Elite,843.23
2024-02-06,Kathryn Potter,Logitech G Pro X,836.67
2023-08-12,Patricia Strickland,Blue Yeti Microphone,565.39
2022-12-06,Sheri Miller,Microsoft Surface Go 3,692.21
2024-03-18,Michael Nielsen PhD,Logitech G29,125.42
2023-07-04,Karen Butler,Harman Kardon Onyx,342.78
2023-06-10,Judith Campbell,Bang & Olufsen Beosound A1,326.29
2023-12-23,Jacqueline Robinson,Alienware AW3423DW,358.26
2024-06-14,Patrick Barber,Logitech Brio,1787.86
2024-07-07,Sheri Copeland,LaCie Rugged SSD,1403.07
2024-04-15,Mark Schultz,Fujifilm X-T4,253.26
2023-12-14,Joann Singh,Shark IQ Robot,1929.51
2024-01-14,Robert Garcia,HP Omen 15,1803.46
2024-04-16,Jeff Bates,KitchenAid Stand Mixer,81.54
2024-07-25,Greg Travis,Clarisonic Mia,1475.77
2023-04-19,Christopher Wallace,Nintendo Switch,1074.33
2024-09-29,Brandi Shepard,Surface Pro 8,1931.43
2023-12-07,Teresa Evans,Corsair K95 RGB Platinum,398.99
2024-02-08,Mary Miller,DJI Mavic Air 2,1822.98
2023-07-07,Timothy Wood,SanDisk Extreme Pro,846.82
2024-09-13,Michael Hamilton,Bowers & Wilkins PX7,1565.31
2023-04-19,Stephanie Nguyen,Nest Learning Thermostat,959.68
2023-04-03,Bruce Holden,Surface Pro 8,1274.51
2023-04-11,Robert Oliver,Nespresso Vertuo,144.49
2023-04-25,James King,Bowers & Wilkins PX7,122.54
2024-08-10,Kenneth Cardenas,Cuisinart Air Fryer,959.32
2024-10-01,Jennifer Gibson,Asus ZenBook Duo,1781.27
2023-09-30,Catherine Ruiz,Samsung QN90A,1921.74
2023-01-11,Herbert Fox,LaCie Rugged SSD,1875.5
2023-07-24,Shelly Lopez,Roku Ultra,820.11
2023-12-11,Allen Evans,Surface Pro 8,1944.25
2024-03-13,Antonio Lee,MSI GS66 Stealth,1933.05
2023-08-22,Kevin Ware,Alienware AW3423DW,1789.2
2023-10-31,Linda Jones,Thrustmaster T300,1784.36
2024-01-16,Benjamin Lopez,Logitech Brio,1248.4
2023-07-09,John Malone,Ultimate Ears Boom 3,1452.63
2023-12-07,Mercedes Bruce,Shure SM7B,856.78
2023-01-04,Robert Jacobson,Keurig K-Elite,274.14
2024-03-09,Ashley Green,KitchenAid Stand Mixer,199.0
2024-09-29,Ms. Jennifer Knight MD,iPhone 14,869.68
2023-05-12,Carlos Woods,Seagate Backup Plus,626.32
2024-03-31,Wanda Stephens,Corsair T3 Rush,475.4
2023-06-17,Anna Smith,Razer Blade 15,863.31
2023-08-21,Raymond Hayes,Google Pixel 7,615.69
2023-10-02,Wendy Hanson,Secretlab Titan Evo 2022,1093.05
2024-05-14,Christie Mullins,Dell XPS 13,149.77
2023-10-16,Michael Ortiz,Sony WF-1000XM4,1808.08
2024-06-05,Patrick Barber,Dyson V11 Torque Drive,1450.6
2024-01-21,Martin Davis,Surface Pro 8,326.58
2023-01-31,Jane Bird,Samsung Galaxy Watch 5,1408.61
2024-03-12,Ruth Boyd,Harman Kardon Onyx,958.51
2024-07-21,Roberto Little,Logitech MX Master 3,1859.83
2023-06-16,Matthew Hartman,MSI GS66 Stealth,899.37
2024-01-05,Lori Oneill DVM,Sony A7 IV,964.38
2024-06-20,Kayla Johnson,Dell Alienware m15,738.29
2023-02-02,Richard Jones,Sony WH-1000XM4,443.72
2022-12-11,Ruth Bailey,Nest Learning Thermostat,1979.72
2023-07-15,Christopher Jones,Asus ZenBook Duo,1543.79
2023-04-11,Yvonne Galvan,Razer BlackWidow V3,1225.28
2023-10-12,Robert Donovan,Corsair HS80,1985.88
2024-04-07,Andrew Scott,Roku Ultra,1460.05
2023-09-21,Christopher Thomas,Breville Bambino,739.78
2023-03-07,Jesse Hamilton,Apple Watch Series 8,994.78
2024-05-19,Jeffrey Norris,Razer Blade 15,1032.26
2023-06-19,Lori Flores,Arlo Pro 4,1696.83
2023-11-18,Linda Goodwin,iPad Air,833.75
2023-04-10,Christopher Knight,Samsung Galaxy Watch 5,1339.34
2024-02-22,Tina Miller DVM,Sony WH-1000XM4,1934.26
2022-11-27,Alex Thomas,Logitech MX Master 3,813.05
2023-12-27,Ivan Walker,Microsoft Surface Go 3,908.96
2022-12-06,Nicole Gonzalez,KitchenAid Stand Mixer,754.61
2023-03-11,Anthony Dunn,Logitech G Pro X,390.34
2023-10-20,Tiffany Turner,Ultimate Ears Boom 3,1219.41
2023-01-22,Theresa Martinez,Philips Hue Starter Kit,1723.61
2024-03-07,Sabrina Brown,MSI GS66 Stealth,74.67
2023-05-05,Robert Chavez,DJI Mavic Air 2,322.7
2024-04-06,Dr. Kimberly Wilson,Sennheiser Momentum 3,1822.54
2024-06-18,Tonya Gardner,Vitamix 5200,374.88
2024-07-05,Andrew Scott,Bowers & Wilkins PX7,1664.52
2023-04-24,Anita Christensen,LaCie Rugged SSD,476.22
2022-12-26,Stephen Smith,Sony WH-1000XM4,257.04
2024-10-06,Ashley Ball,Logitech G29,1131.53
2023-07-05,David Fuller,Ultimate Ears Boom 3,1479.58
2022-11-25,Dawn Santos,Samsung T7 Portable SSD,1626.95
2023-04-25,Jesse Hamilton,Logitech Brio,765.56
2023-03-07,Joshua Garcia,iPad Air,272.39
2024-04-30,Phillip Hernandez,HP Omen 15,1436.89
2024-08-05,Rachel Byrd,Clarisonic Mia,1996.77
2023-11-06,Lori Mcdonald,Dell XPS 13,1536.05
